Date,Insulin,Glucose
1991-03-01,,
1991-03-02,,
1991-03-03,,
1991-03-04,,
1991-03-05,,
1991-03-06,,
1991-03-07,,
1991-03-08,,
1991-03-09,,
1991-03-10,-0.046061817887178516,0.8922998961809245
1991-03-11,-0.028960576771550228,0.7751953590133165
1991-03-12,-0.011859335655921937,0.7759607481451309
1991-03-13,-0.005009814808026489,0.7644799111679144
1991-03-14,-0.007130549194397276,0.7273585382749144
1991-03-15,0.05482196809256218,0.8796709755059865
1991-03-16,0.05910855887352442,0.9072249842513059
1991-03-17,0.0018848280480896096,0.8731651678855638
1991-03-18,0.021106803550088683,0.8038974514563575
1991-03-19,0.021106803550088683,0.6577081272798011
1991-03-20,0.021106803550088683,0.5658614314620691
1991-03-21,0.033921453884754725,0.6580908218457082
1991-03-22,0.033921453884754725,0.5252958074759042
1991-03-23,0.046736104219420774,0.4713358736829868
1991-03-24,0.06595807972141984,0.47707629217159503
1991-03-25,0.06595807972141984,0.28496362008617243
1991-03-26,0.0531434293867538,0.21378243082743023
1991-03-27,0.027514128717421694,0.1307377100255643
1991-03-28,-0.004522497119243435,-0.04185753919859016
1991-03-29,-0.010929822286576463,-0.11227333932551793
1991-03-30,-0.010929822286576463,-0.05869610009850766
1991-03-31,-0.017337147453909484,-0.12758112196180657
1991-04-01,-0.02374447262124251,-0.23397021128401266
1991-04-02,-0.04296644812324159,-0.2994109820541466
1991-04-03,-0.07500307395990671,-0.4390944986102806
1991-04-04,-0.09038065436150597,-0.44904455732386817
1991-04-05,-0.0929435844284392,-0.38360378655373417
1991-04-06,-0.07628453899337331,-0.2798935591928786
1991-04-07,-0.05962549355830745,-0.0950520838596932
1991-04-08,-0.07500307395990671,-0.09926172408467257
1991-04-09,-0.10319530469617204,-0.20794698080232193
1991-04-10,-0.13138753543243734,-0.28754745051102293
1991-04-11,-0.12113581516470451,-0.13446962414813643
1991-04-12,-0.13010607039897074,-0.13217345675269315
1991-04-13,-0.11985435013123791,-0.010476584794198385
1991-04-14,-0.07500307395990673,0.06376616099180157
1991-04-15,-0.07500307395990673,0.025114009835172722
1991-04-16,-0.09422504946190581,-0.046067179423569485
1991-04-17,-0.11344702496390488,-0.19914500578645597
1991-04-18,-0.11344702496390488,-0.17580063726611578
1991-04-19,-0.09422504946190581,-0.09887902951876533
1991-04-20,-0.049373773290574643,0.005213892407997462
1991-04-21,-0.030151797788575564,0.0342986794169459
1991-04-22,-0.017337147453909515,0.07180274687585309
1991-04-23,-0.030151797788575564,-0.03611712070998188
1991-04-24,-0.07500307395990673,-0.1448023774276313
1991-04-25,-0.07500307395990671,-0.14135812633446634
1991-04-26,-0.06218842362524067,-0.13179076218678593
